Zone Name;Code Alpha;All ranges;Zip code from;Zip code to;;;Zip code from;Zip code to;;;;;;;1;0000
ZONE 3 - VISKAS;LT;0;20015;20102;;;LT-20015;LT-20015
ZONE 2 - UKMERGĖ;LT;0;20103;20103;;;LT-20103;LT-20103
ZONE 2 - KITI;LT;0;20104;20104;;;LT-20104;LT-20104
ZONE 2 - UKMERGĖ;LT;0;20105;20115;;;LT-20105;LT-20105
ZONE 3 - VISKAS;LT;0;20116;20117;;;LT-20116;LT-20116
ZONE 2 - UKMERGĖ;LT;0;20118;20123;;;LT-20118;LT-20118
ZONE 3 - VISKAS;LT;0;20124;20125;;;LT-20124;LT-20124
ZONE 2 - UKMERGĖ;LT;0;20126;20134;;;LT-20126;LT-20126
ZONE 2 - KITI;LT;0;20135;20135;;;LT-20135;LT-20135
ZONE 2 - UKMERGĖ;LT;0;20136;20163;;;LT-20136;LT-20136
ZONE 2 - KITI;LT;0;20164;20164;;;LT-20164;LT-20164
ZONE 2 - UKMERGĖ;LT;0;20165;20184;;;LT-20165;LT-20165
ZONE 3 - VISKAS;LT;0;20185;20186;;;LT-20185;LT-20185
ZONE 2 - KITI;LT;0;20187;20190;;;LT-20187;LT-20187
ZONE 2 - UKMERGĖ;LT;0;20191;20191;;;LT-20191;LT-20191
ZONE 3 - VISKAS;LT;0;20192;20192;;;LT-20192;LT-20192
ZONE 2 - UKMERGĖ;LT;0;20193;20194;;;LT-20193;LT-20193
ZONE 3 - VISKAS;LT;0;20195;20195;;;LT-20195;LT-20195
ZONE 3 - VISKAS;LT;0;20196;20199;;;LT-20196;LT-20196
ZONE 3 - VISKAS;LT;0;20200;20389;;;LT-20200;LT-20200
ZONE 3 - VISKAS;LT;0;20390;21000;;;LT-20390;LT-20390
ZONE 2 - KITI;LT;0;21001;21001;;;LT-21001;LT-21001
ZONE 3 - VISKAS;LT;0;21002;21103;;;LT-21002;LT-21002
ZONE 2 - KITI;LT;0;21104;21107;;;LT-21104;LT-21104
ZONE 3 - VISKAS;LT;0;21108;21109;;;LT-21108;LT-21108
ZONE 2 - KITI;LT;0;21110;21118;;;LT-21110;LT-21110
ZONE 2 - KITI;LT;0;21119;21119;;;LT-21119;LT-21119
ZONE 3 - VISKAS;LT;0;21120;21122;;;LT-21120;LT-21120
ZONE 3 - VISKAS;LT;0;21123;21123;;;LT-21123;LT-21123
ZONE 3 - VISKAS;LT;0;21124;21141;;;LT-21124;LT-21124
ZONE 3 - VISKAS;LT;0;21142;25124;;;LT-21142;LT-21142
ZONE 1 - VILNIUS;LT;0;25125;25127;;;LT-25125;LT-25125
ZONE 3 - VISKAS;LT;0;25128;25131;;;LT-25128;LT-25128
ZONE 1 - VILNIUS;LT;0;25132;25133;;;LT-25132;LT-25132
ZONE 3 - VISKAS;LT;0;25134;26000;;;LT-25134;LT-25134
ZONE 2 - KITI;LT;0;26001;26001;;;LT-26001;LT-26001
ZONE 2 - KITI;LT;0;26002;26002;;;LT-26002;LT-26002
ZONE 3 - VISKAS;LT;0;26003;26099;;;LT-26003;LT-26003
ZONE 2 - KITI;LT;0;26100;26129;;;LT-26100;LT-26100
ZONE 3 - VISKAS;LT;0;26130;26131;;;LT-26130;LT-26130
ZONE 3 - VISKAS;LT;0;26132;26996;;;LT-26132;LT-26132
ZONE 1 - KITI;LT;0;26997;26998;;;LT-26997;LT-26997
ZONE 1 - KITI;LT;0;26999;27000;;;LT-26999;LT-26999
ZONE 1 - VILNIUS;LT;0;27001;27199;;;LT-27001;LT-27001
ZONE 3 - VISKAS;LT;0;27200;27200;;;LT-27200;LT-27200
ZONE 3 - VISKAS;LT;0;27201;28000;;;LT-27201;LT-27201
ZONE 1 - UTENA;LT;0;28001;28006;;;LT-28001;LT-28001
ZONE 1 - KITI;LT;0;28007;28008;;;LT-28007;LT-28007
ZONE 3 - VISKAS;LT;0;28009;28126;;;LT-28009;LT-28009
ZONE 3 - VISKAS;LT;0;28127;28131;;;LT-28127;LT-28127
ZONE 1 - UTENA;LT;0;28132;28249;;;LT-28132;LT-28132
ZONE 1 - KITI;LT;0;28250;28299;;;LT-28250;LT-28250
ZONE 3 - VISKAS;LT;0;28300;28438;;;LT-28300;LT-28300
ZONE 3 - VISKAS;LT;0;28439;28499;;;LT-28439;LT-28439
ZONE 1 - UTENA;LT;0;28500;28503;;;LT-28500;LT-28500
ZONE 3 - VISKAS;LT;0;28504;29000;;;LT-28504;LT-28504
ZONE 2 - KITI;LT;0;29001;29001;;;LT-29001;LT-29001
ZONE 3 - VISKAS;LT;0;29002;29054;;;LT-29002;LT-29002
ZONE 3 - VISKAS;LT;0;29055;29099;;;LT-29055;LT-29055
ZONE 2 - KITI;LT;0;29100;29152;;;LT-29100;LT-29100
ZONE 3 - VISKAS;LT;0;29153;29374;;;LT-29153;LT-29153
ZONE 3 - VISKAS;LT;0;29375;30000;;;LT-29375;LT-29375
ZONE 2 - KITI;LT;0;30001;30001;;;LT-30001;LT-30001
ZONE 3 - VISKAS;LT;0;30002;30054;;;LT-30002;LT-30002
ZONE 3 - VISKAS;LT;0;30055;30099;;;LT-30055;LT-30055
ZONE 2 - KITI;LT;0;30100;30132;;;LT-30100;LT-30100
ZONE 3 - VISKAS;LT;0;30133;30133;;;LT-30133;LT-30133
ZONE 2 - KITI;LT;0;30134;30136;;;LT-30134;LT-30134
ZONE 3 - VISKAS;LT;0;30137;30137;;;LT-30137;LT-30137
ZONE 2 - KITI;LT;0;30138;30138;;;LT-30138;LT-30138
ZONE 3 - VISKAS;LT;0;30139;30141;;;LT-30139;LT-30139
ZONE 3 - VISKAS;LT;0;30142;31000;;;LT-30142;LT-30142
ZONE 2 - KITI;LT;0;31001;31001;;;LT-31001;LT-31001
ZONE 2 - KITI;LT;0;31002;31006;;;LT-31002;LT-31002
ZONE 2 - KITI;LT;0;31007;31007;;;LT-31007;LT-31007
ZONE 2 - KITI;LT;0;31008;31099;;;LT-31008;LT-31008
ZONE 2 - KITI;LT;0;31100;31146;;;LT-31100;LT-31100
ZONE 2 - KITI;LT;0;31147;31234;;;LT-31147;LT-31147
ZONE 3 - VISKAS;LT;0;31235;31499;;;LT-31235;LT-31235
ZONE 3 - VISKAS;LT;0;31500;31500;;;LT-31500;LT-31500
ZONE 3 - VISKAS;LT;0;31501;32000;;;LT-31501;LT-31501
ZONE 2 - KITI;LT;0;32001;32003;;;LT-32001;LT-32001
ZONE 3 - VISKAS;LT;0;32004;32010;;;LT-32004;LT-32004
ZONE 3 - VISKAS;LT;0;32011;32012;;;LT-32011;LT-32011
ZONE 2 - KITI;LT;0;32013;32013;;;LT-32013;LT-32013
ZONE 3 - VISKAS;LT;0;32014;32015;;;LT-32014;LT-32014
ZONE 3 - VISKAS;LT;0;32016;32105;;;LT-32016;LT-32016
ZONE 2 - KITI;LT;0;32106;32135;;;LT-32106;LT-32106
ZONE 3 - VISKAS;LT;0;32136;32405;;;LT-32136;LT-32136
ZONE 3 - VISKAS;LT;0;32406;33000;;;LT-32406;LT-32406
ZONE 2 - KITI;LT;0;33001;33001;;;LT-33001;LT-33001
ZONE 3 - VISKAS;LT;0;33002;33049;;;LT-33002;LT-33002
ZONE 3 - VISKAS;LT;0;33050;33099;;;LT-33050;LT-33050
ZONE 2 - KITI;LT;0;33100;33102;;;LT-33100;LT-33100
ZONE 3 - VISKAS;LT;0;33103;33103;;;LT-33103;LT-33103
ZONE 2 - KITI;LT;0;33104;33133;;;LT-33104;LT-33104
ZONE 3 - VISKAS;LT;0;33134;33134;;;LT-33134;LT-33134
ZONE 2 - KITI;LT;0;33135;33135;;;LT-33135;LT-33135
ZONE 2 - KITI;LT;0;33136;33144;;;LT-33136;LT-33136
ZONE 3 - VISKAS;LT;0;33145;33145;;;LT-33145;LT-33145
ZONE 3 - VISKAS;LT;0;33146;33355;;;LT-33146;LT-33146
ZONE 3 - VISKAS;LT;0;33356;35000;;;LT-33356;LT-33356
ZONE 1 - PANEVĖŽYS;LT;0;35001;35006;;;LT-35001;LT-35001
ZONE 1 - KITI;LT;0;35007;35099;;;LT-35007;LT-35007
ZONE 1 - PANEVĖŽYS;LT;0;35100;35255;;;LT-35100;LT-35100
ZONE 3 - VISKAS;LT;0;35256;35257;;;LT-35256;LT-35256
ZONE 3 - VISKAS;LT;0;35258;35288;;;LT-35258;LT-35258
ZONE 1 - PANEVĖŽYS;LT;0;35289;35291;;;LT-35289;LT-35289
ZONE 3 - VISKAS;LT;0;35292;35499;;;LT-35292;LT-35292
ZONE 1 - PANEVĖŽYS;LT;0;35500;35501;;;LT-35500;LT-35500
ZONE 1 - KITI;LT;0;35502;36000;;;LT-35502;LT-35502
ZONE 1 - PANEVĖŽYS;LT;0;36001;36011;;;LT-36001;LT-36001
ZONE 1 - KITI;LT;0;36012;36099;;;LT-36012;LT-36012
ZONE 1 - PANEVĖŽYS;LT;0;36100;36220;;;LT-36100;LT-36100
ZONE 3 - VISKAS;LT;0;36221;36223;;;LT-36221;LT-36221
ZONE 1 - PANEVĖŽYS;LT;0;36224;36260;;;LT-36224;LT-36224
ZONE 1 - KITI;LT;0;36261;36264;;;LT-36261;LT-36261
ZONE 1 - PANEVĖŽYS;LT;0;36265;36265;;;LT-36265;LT-36265
ZONE 1 - KITI;LT;0;36266;37000;;;LT-36266;LT-36266
ZONE 1 - PANEVĖŽYS;LT;0;37001;37011;;;LT-37001;LT-37001
ZONE 1 - KITI;LT;0;37012;37100;;;LT-37012;LT-37012
ZONE 1 - PANEVĖŽYS;LT;0;37101;37176;;;LT-37101;LT-37101
ZONE 1 - KITI;LT;0;37177;37180;;;LT-37177;LT-37177
ZONE 1 - PANEVĖŽYS;LT;0;37181;37181;;;LT-37181;LT-37181
ZONE 1 - KITI;LT;0;37182;37182;;;LT-37182;LT-37182
